title,pageid,wikitext
"Bir hatır, iki hatır, üçüncüde vur yatır",230761,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] hatır, iki hatır, üçüncüde vur yatır

:[1] Bir kimsenin densizlikleri, hatır sayılarak birkaç kez hoş görülebilir. Ama bu durumu sürüp giderse sert tepki gösterilmesi doğaldır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir kararda bir Allah,230766,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] kararda bir Allah

:[1] İnsanın yaşayışı bir düzende sürüp gitmez. Sağlık bozulabilir; zenginlik kalmayabilir. Görevelden gidebilir... Gücü, büyüklüğü eksilmeyip aynı kalan tek varlık, Tanrı'dır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir katar deveyi bir eşek yeder,230767,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] katar deveyi bir eşek yeder

:[1] Sessiz, uysal bir topluluğu, niteliksiz, ahmak bir kişi bile yönetir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir kılın bir örmeye faydası var,230764,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] kılın bir örmeye faydası var

:[1] Büyük girişimlerin gerçekleştirilmesinde önemsiz görünen araçların yardımı olacağı unutulmamalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir kızı bin kişi ister bir kişi alır,230765,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] kızı bin kişi ister bir kişi alır

:[1] Güzel bir şeyi herkes elde etmek ister. Ama o, ancak bir kişiye kısmet olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir korkak bir orduyu bozar,230768,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] korkak bir orduyu bozar

:[1] Savaşta, ya da birlikte iş yapacak toplulukta, korkak bir kişi; kaygı, telaş, heyecan yaratan sözleriyle bozgunluğa yol açar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir koyundan iki post çıkmaz,230769,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] koyundan iki post çıkmaz

:[1] Bir kimseden verebileceği kadar bir şey alındıktan sonra dolambaçlı yol ile aynı şeyi bir kez daha almaya çalışmak, boşuna emek harcamaktır.

====Kaynakça====
ByDost Growtopia Abone Ol!"
Bir kötünün yedi mahalleye zararı vardır,230763,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] kötünün yedi mahalleye zararı vardır

:[1] Kusurları, yanlışları, düzensizlikleri, yolsuzlukları, kötülükleri... bütün çıplaklığıyla ortayakoyan ve eleştiren söz, bu işleri yapanlara çok acı gelir.
====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir mıh bir nal kurtarır, bir nal bir at kurtarır",230770,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] mıh bir nal kurtarır, bir nal bir at kurtarır

:[1] Herhangi bir olayı, bir işi, bir ödevi küçük saymamak, önemle ele almak gerekir. Küçük görünen işler, büyük sonuçlar doğurabilir: Bir çivi eksikliğinden bir nal düşer; bir nal eksikliğinden bir at koşamaz olur; bir atın koşamaması, komutana bir haberin yetişememesi dolayısıyla savaşın kaybedilmesine mal olabilir. Böylece bir çivi yüzünden bir ordu yenilgiye uğrayabilir. Nitekim küçük bir vidası eksik olsa koca bir fabrika çalışamaz. Önem verilmeyen küçük bir yaradan ölenler çoktur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir ocaktan okluk da çıkar, bokluk da",230771,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] ocaktan okluk da çıkar, bokluk da

:[1] Bir aileden terbiyeli, temiz çocuk da yetişir; serseri, ahlaksız çocuk da.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir pire için bir yorgan yakılmaz,230772,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] pire için bir yorgan yakılmaz

:[1] Küçük bir zararı önlemek için büyük bir zarar göze almak yanlıştır

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir selam bin hatır yapar,230778,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] selam bin hatır yapar

:[1] Selam bir ilgi ve sevgi belirtisidir. Küçük bir şeydir ama gönül kazanmakta büyük önemi vardır. 

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir senden büyüğün, bir de senden küçüğün sözünü dinle",230779,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] senden büyüğün, bir de senden küçüğün sözünü dinle

:[1] Önemli bir işe girişecek kimse salt kendi düşüncesiyle yetinmemeli, büyüklerinindeneyimlerinden yararlanmalı; akıllıca düşünce ileri sürebilecek küçüklere de danışmalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir sıçrarsın çekirge, iki sıçrarsın çekirge, üçüncüde ele geçersin çekirge",230777,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] sıçrarsın çekirge, iki sıçrarsın çekirge, üçüncüde ele geçersin çekirge

:[1] Suçlu, birkaç kez kurtulma yolu bulsa bile günün birinde yakayı ele verir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir söz ara bozar,bir söz ara düzer",230773,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] söz ara bozar,bir söz ara düzer

:[1] Öyle bir söz olur ki iki dostu düşman eder. Öyle bir söz de olur ki iki dargını barıştırır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir söz bin büyüye bedeldir,230774,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] söz bin büyüye bedeldir

:[1] Büyü, kişiyi yanlış şeylere inandırır. Etkili söz ise büyüden daha güçlü bir inandırıcılık taşır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir söz yola getirir, bir söz yoldan çıkarır",230775,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] söz yola getirir, bir söz yoldan çıkarır

:[1] Doğru yola götüren inandırıcı sözler de yanlış yola sürükleyen etkili sözler de vardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bir sürçen atın başı kesilmez,230776,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] sürçen atın başı kesilmez

:[1] Şimdiye değin sizi memnun etmiş olan kişi bir kez yanlış bir iş yapmışsa onun için eskiden edindiğiniz kanıyı hemen değiştirmeyiniz ve kendisine ağır bir ceza vermeyiniz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir tepe yıkılır, bir dere dolar",230780,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] tepe yıkılır, bir dere dolar

:[1] Dünyada hiçbir şey kaybolmaz. Birinin kaybettiğini başkası kazanır. Bir zengin yoksullaşırken bir yoksul da zenginleşir.

====Kaynakça====
*{Aksoy, Ömer Asım ve SEÇUK, Abdullatif-ADS-1995-2012}*"
Bir uyuz keçi bir sürüyü boklar,230781,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] uyuz keçi bir sürüyü boklar

:[1] Kötü yaradılışlı, kötü huylu kişi, çevresine hep kötülük aşılar, toplulukta kötülerin türemesine neden olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Bir yemem diyenden kork, bir oturmam diyenden",230782,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bir]] yemem diyenden kork, bir oturmam diyenden

:[1] Oturmam diyen konuk, oturma şöyle dursun yatıya kalır. Yemem diyen de parçalarcasınasofraya saldırır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Birden çıkan bine yayılır,230730,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Birden]] çıkan bine yayılır

:[1] Bir kişi, sadece kendisinin bildiği bir şeyi, başkasına söylemeyeceğini sandığı bir kimseyesöylerse, az sonra konu herkesin diline düşer.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Biri bilmeyen bini hiç bilmez,230732,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Biri]] bilmeyen bini hiç bilmez

:[1] Küçük de olsa bir iyiliğin değerini bilmeyen, ona karşı teşekkür duygusu beslemeyen kişi,daha büyük iyiliklerin değerini de bilmez; onlara karşı da duygusuz kalır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Biri yer biri bakar, kıyamet ondan kopar",230733,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
[[Biri]] yer biri bakar, kıyamet ondan kopar
# Herkesin yararlanabileceği şeyden kimi kişiler yararlanır da başkalarına yararlanma olanağı vermezlerse bundan büyük kavga çıkabilir.

====Kaynaklar====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Biribiri, adamı yer diri diri",230731,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Biribiri]], adamı yer diri diri

:[1] Akrabadan birinin ötekine can düşmanı olduğu çok görülmüştür. (Biribiri: birbirlerinin hısmı)

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Birlikten kuvvet doğar,321665,"==İngilizce 
==
===Atasözü===
{{başlık başı|tr|atasözü}}
Aeriashield by Moskitofree’nin Sağlık Bakanlığı onayı var 

:[1] [[Birlik]] ve [[beraberlik]] içerisinde yapılan işler daha iyi neticeler verir, sıkıntılı konular bile kolayca halledilebilir."
Bitli baklanın kör alıcısı olur,230783,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bitli]] baklanın kör alıcısı olur

:[1] Kötü, işe yaramaz nesnelerin, bunlardan anlamayan isteklileri olur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Boğaz dokuz boğumdur,176834,"==Türkçe==

===Atasözü===
{{başlık başı|tr|atasözü}}
[[boğaz]] [[dokuz]] [[boğum]]dur

:[1] Bir söz iyice düşünmeden söylenmemelidir.

====Kaynakça====
*{{Kaynak-TDK|boğaz dokuz boğumdur}}"
Boka nispetle tezek amberidir,230791,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boka]] nispetle tezek amberidir

:[1] Çok kötü şeyin yanında, daha az kötü olan, güzel görünür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bol bol yiyen bel bel bakar,230792,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bol]] bol yiyen bel bel bakar

:[1] Kazandığını bol bol yiyip ilerisi için bir şey artırmayan kişi, kazançsız kaldığı zaman acıklı duruma düşer.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borca haylık bir aylık,230805,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borca]] haylık bir aylık

:[1] Borç altına girilerek yaşanan keyifli günler çok sürmez sıkıntıya dönüşür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Borcun iyisi vermek, derdin iyisi ölmek",230806,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borcun]] iyisi vermek, derdin iyisi ölmek

:[1] Borçlu ve dertli yaşamaya dayanılmaz. Borçtan kurtulmanın çıkar yolu vermek, onulmaz dertten kurtulmanın çıkar yolu ölmektir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borç iyi güne kalmaz,230800,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borç]] iyi güne kalmaz

:[1] Borcu ilk fırsatta ödemek gerektir. Erteleyip durmak yanlıştır. Çünkü gelecek günlerde elinizdaha dar olabilir; borç da gittikçe büyür. Üstelik siz, sürekli bir borç üzüntüsü çekersiniz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Borç ödemekle, yol yürümekle tükenir",228447,"{{düzenle}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}

:[1] Birden ödenemeyen bir borç azar azar verilerek ödenebilir.
:[2] Yine de ödenemeyecek borç altına girip rezil olmamak gerekir."
"Borç uzayınca kalır, dert uzayınca alır",230801,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borç]] uzayınca kalır, dert uzayınca alır

:[1] Borcun ödenmesi geciktikçe borçluluk duygusu gevşer. Zaman aşımı ile borç ödenmez olur. Dert uzayınca da hastayı güçsüz bırakır, alır götürür.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Borç vermekle, düşman vurmakla",230802,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borç]] vermekle, düşman vurmakla

:[1] Borç vermekle, düşman vurmakla tüketilir, yok edilir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borç yiğidin kamçısıdır,230803,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borç]] yiğidin kamçısıdır

:[1] Borç, kişiyi -borcunu ödeyebilmesi için- daha çok çalışmaya zorlar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borç yiyen kesesinden yer,230804,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borç]] yiyen kesesinden yer

:[1] Borca alışveriş yapan, hemen para ödemez ama, ödemek zorundadır. Aldıklarının parası kesesinden çıkacaktır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}
https://sozluk.gov.tr/"
"Borçlu ölmez, benzi sararır",230797,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borçlu]] ölmez, benzi sararır

:[1] Borç kişiyi öldürmez. Ama hasta edecek kadar üzer. (Bu atasözü ciddi anlam taşımakla birlikte borçlunun şaka yollu teselli sözü olarak da kullanılır.)

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borçlunun dili kısa gerek,230794,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borçlunun]] dili kısa gerek

:[1] Borçlu, alacaklısına karşı ileri geri konuşmamalı, aşağıdan almalıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borçlunun döşeği ateşten olur,230793,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borçlunun]] döşeği ateşten olur

:[1] Borçlu, borcunu ödeyinceye değin uyku uyuyamaz yatağında döner durur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borçlunun duacısı alacaklıdır,230795,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borçlunun]] duacısı alacaklıdır

:[1] Borçlunun ölmemesi ve para kazanması için en çok dua eden alacaklısıdır. Çünkü alacağını alabilmesi, borçlunun ölmemesine ve eline para geçmesine bağlıdır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borçlunun yalımı alçak olur,230796,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borçlunun]] yalımı alçak olur

:[1] Borçlu, özellikle alacaklısının yanında göğsünü gere gere gezemez; kısılır, büzülür, suçlu gibi durur.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borçsuz çoban yoksul beyden yeğdir,230798,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borçsuz]] çoban yoksul beyden yeğdir

:[1] Kişi yoksulluk ve sıkıntı içinde olduktan sonra kuru bir bey adı neye yarar? Böyle bir beyolmaktansa borçsuz, tasasız bir çoban olmak daha iyi değil midir?

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Borçtan korkan kapısını büyük açmaz,230799,"{{Haftanın Atasözü|5. ve 6|2009}}
==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Borç]]tan korkan [[kapı]]sını [[büyük]] açmaz

:[1] Borç etmek istemeyen fazla açılmaz; şuna buna ziyafet çekmez. Giderlerini kısar; kendi durumuna uygun bir yaşama yolu tutar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bostan gök iken pazar yapılmaz,466948,"==Türkçe==
===Söyleniş===
* {{h||Bos|tan gök i|ken pa|zar ya|pıl|maz|dil=tr}}

===Atasözü===
{{başlık başı|tr|atasözü|baş=[[bostan|Bostan]] [[gök]] [[iken]] [[pazar]] [[yapılmak|yapılmaz]]}}

# Nasıl gelişeceği ve ayrıntıları belli olmayan bir iş üzerinde anlaşma yapılamaz.

===Kaynakça===
* {{Aksoy, Ömer Asım-ADS-1995}}"
"Bostana dadanan eşeğin kuyruğu, kulağı olmaz",230807,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bostana]] dadanan eşeğin kuyruğu, kulağı olmaz

:[1] Çalıp çırpmayı huy edinen kişi, her birinde yakayı ele vererek ceza göre göre insanlıktan çıkar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Boş başak dik durur,230786,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boş]] başak dik durur

:[1] Kafası boş olan kişi kendini beğenir; çevresine yüksekten bakar; iri laflar eder.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Boş çuval ayakta durmaz,294880,"== Türkçe ==

===Atasözü===
{{tr-atasözü}}
# Hiçbir desteği bulunmayan, gerçeklerle hiçbir yakınlığı olmayan,gereksiz düşünce ya da planlarla herhangi bir sonuca ulaşılmaz."
Boş eşek yorga gider,230787,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boş]] eşek yorga gider

:[1] Üzerinde bir görev bulunmayan kaygısız kişi, rahat rahat istediği gibi yaşar.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Boş fıçı çok langırdar,230788,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boş]] fıçı çok langırdar

:[1] Bilgili, erdemli kimse çok konuşmaz; gösterişten kaçınır. Ama bunlardan yoksun olan kişi,bilgiçlik taslar; çok konuşur; boş laflarla çevreyi rahatsız eder.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Boş gezmekten bedava çalışmak yeğdir,230789,"==Türkçe==
===Atasözü===
{{tr-atasözü}}

# Boş gezmek, kişiyi tembelliğe alıştırır ve herkesin gözünden düşürür. Çalışmak ise, para karşılığında olmasa bile, kişinin yeteneğini artırır ve tembel olmadığını göstererek  iş bulmasına yardım eder.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Boş ite menzil olmaz,230790,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boş]] ite menzil olmaz

:[1] Aylak kimsenin yeri yurdu belli değildir. Aklına neresi eserse oraya gider; neresi eserse orada kalır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Boşboğazı ateşe atmışlar, odun yaş diye bağırmış",181530,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boşboğaz]]ı [[ateş]]e atmışlar, [[odun]] [[yaş]] diye bağırmış.

:[1] ""Çenesi düşükler umulmadık anlarda densizce konuşabilirler"" anlamında kullanılan bir atasözü."
"Boşboğazı cehenneme atmışlar, odun yaş diye bağırmış",230785,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boşboğaz]]ı [[cehennem]]e atmışlar, [[odun]] [[yaş]] diye bağırmış

:[1] Boşboğaz, çenesi düşüğün biridir. En umulmadık yerde ille densizce bir şey söyleyecektir.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Boynuz kulaktan sonra çıkar, ama kulağı geçer",230809,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boynuz]] kulaktan sonra çıkar, ama kulağı geçer

:[1] Bir konu üzerinde sonradan yetişen, ama daha önce yetişmiş olanları geçenler vardır.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
"Boyuma göre boy buldum, huyuma göre huy bulamadım",230810,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Boyuma]] göre boy buldum, huyuma göre huy bulamadım

:[1] Bir kimse, beden yapısı, zenginliği, soyu sopu, sosyal durumu kendisininkilere uygun olankimseler bulabilir. Ama huyu kendisinin huyuna uyan bir kişiyi kolay kolay bulamaz.

====Kaynakça====
*{{Aksoy, Ömer Asım-ADS-1995}}"
Bozacının şahidi şıracı,181694,"==Türkçe==
===Atasözü===
{{başlık başı|tr|atasözü}}
[[Bozacı]]nın [[şahit|şahidi]] [[şıracı]].

:[1] ""Toplumda uygunsuz işleri yapanlar kendi haklılıklarını, benzer kişileri göstererek savunmaya çalışırlar."" anlamında bir söz.

====Eş anlamlılar====
:[1] [[Meyhaneciden kefil istemişler, bozacıyı göstermiş]]"
